submission_id,submission_date,gender,age,geography,financial_situation,education,employment_status,submission_state,are_there_children_0_to_2_yrs_out_of_educational_system,were_children_3_to_17_yrs_enrolled_and_did_not_return_to_school,are_there_children_who_stopped_enrolling_in_primary_education,are_there_children_who_stopped_enrolling_in_secondary_education,are_children_attending_face_to_face_classes,can_children_observe_deterioration_of_basic_services_of_school,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_teachers_at_scheduled_class_hours,are_children_3_to_17_yrs_dealing_with_irregular_school_activity,are_children_being_teached_by_unqualified_people,did_teachers_leave_the_educational_system,do_school_and_the_teachers_have_internet_connection,do_children_have_internet_connection,do_children_3_to_17_yrs_miss_virtual_class_due_to_lack_of_electricity,does_home_shows_severe_deficit_of_electricity,does_home_shows_severe_deficit_of_internet,do_children_3_to_17_yrs_miss_class_or_in_lower_grade,are_children_promoted_with_a_modality_different_from_formal_evaluation
5.26E+15,2021/3/13,1,3,0,0,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",3.04,1,1,1,1,1,1,2,Irregularly,1,0,0,1,1,1,1,1,1,1
5.49E+15,2021/4/3,0,0,0,0,Technical school diploma or degree completed,I am a student and I work part-time,3.04,0,1,0,0,1,1,5,Irregularly,1,0,1,1,1,1,0,1,0,1
6.53E+15,2021/9/27,0,2,0,0,Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",3.04,0,1,0,0,0,1,5,Irregularly,1,0,1,0,1,1,0,0,0,0
5.71E+15,2021/9/27,0,2,2,5,University or college degree completed,"I work full-time, either as an employee or self-employed",3.04,0,0,0,0,0,1,5,Irregularly,1,0,1,0,0,1,0,1,1,0
6.45E+15,2021/3/27,1,2,0,0,University or college degree completed,"I work full-time, either as an employee or self-employed",3.04,0,0,0,0,0,0,5,Irregularly,1,0,0,1,1,1,0,1,0,0
4.87E+15,2021/3/13,1,1,0,5,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",3.04,0,1,0,0,0,1,5,Irregularly,1,0,1,0,0,0,0,1,1,0
4.69E+15,2021/3/15,0,3,0,0,University or college degree completed,"I work part-time, either as an employee or self-employed",0.22,1,0,0,0,0,1,5,Irregularly,1,0,1,1,1,0,0,1,0,1
6.51E+15,2021/3/14,1,1,0,1,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",0.22,1,0,0,0,0,0,5,Irregularly,0,0,0,1,1,0,0,0,0,0
4.90E+15,2021/3/13,1,0,2,5,Some university or college,I am a student,0.22,0,1,0,1,0,0,5,Irregularly,0,0,0,1,1,0,0,0,0,0
5.36E+15,2021/3/29,0,0,1,1,Secondary school/ high school completed,I am a student and I work part-time,0.22,0,0,0,0,0,1,4,Irregularly,0,0,0,1,1,0,0,0,0,0
6.49E+15,2021/3/14,0,0,1,5,Some technical education (e.g polytechnic school),I am a student,0.22,1,1,0,0,0,1,5,Irregularly,1,0,1,0,0,1,0,1,0,0
5.06E+15,2021/3/16,0,3,2,1,University or college degree completed,"I work full-time, either as an employee or self-employed",0.22,0,0,0,0,0,0,5,Irregularly,1,0,1,0,0,1,0,1,0,0
6.53E+15,2021/3/13,0,0,1,5,Secondary school/ high school completed,I am a student,2.61,0,1,0,1,1,0,1,Irregularly,1,0,1,1,0,1,0,1,1,0
6.36E+15,2021/3/13,0,2,1,5,University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",2.61,0,1,0,0,0,1,5,Irregularly,0,0,1,0,0,1,0,1,0,1
6.43E+15,2021/3/13,0,2,1,0,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",2.61,1,0,1,1,1,1,5,Irregularly,1,0,0,1,0,1,0,1,0,1
5.17E+15,2021/6/1,1,0,1,1,Secondary school/ high school completed,I am a student and I work part-time,2.61,1,1,1,1,1,1,5,Irregularly,1,0,0,1,1,1,1,1,1,1
6.76E+15,2021/3/28,1,0,1,1,Secondary school/ high school completed,I am a student and I work part-time,2.61,1,0,0,0,0,1,5,Irregularly,0,0,1,1,1,0,0,0,0,0
4.79E+15,2021/3/13,0,2,1,1,Secondary school/ high school completed,I am unemployed,2.61,0,1,0,0,0,1,5,Irregularly,0,0,0,0,1,0,0,0,0,0
6.64E+15,2021/3/28,0,0,1,5,Some primary education,I am unemployed,2.61,1,1,1,1,1,1,0,Irregularly,0,1,1,0,0,1,1,0,1,1
6.02E+15,2021/9/27,0,0,0,2,Some university or college,"I work part-time, either as an employee or self-employed",2.61,1,1,0,0,0,1,5,Irregularly,1,0,1,1,1,1,0,0,0,1
6.35E+15,2021/3/13,1,3,1,5,Some secondary school / high school,"I work part-time, either as an employee or self-employed",2.61,1,1,1,0,1,1,5,Irregularly,1,0,1,1,1,0,1,1,1,1
5.07E+15,2021/9/27,0,2,2,0,Secondary school/ high school completed,I am unemployed,4.57,0,0,0,1,0,1,5,Irregularly,1,0,1,1,1,0,0,1,0,0
5.44E+15,2021/3/13,0,2,0,0,University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",4.57,0,1,1,0,0,1,5,Irregularly,1,1,1,0,1,1,0,0,0,0
5.83E+15,2021/3/24,1,1,1,5,No formal education,"I work full-time, either as an employee or self-employed",4.57,1,1,1,1,0,1,1,Irregularly,1,1,1,1,1,1,1,1,1,1
6.66E+15,2021/3/14,0,1,0,1,Some university or college,I am a student and I work part-time,2.83,0,1,0,0,0,1,5,Irregularly,0,0,1,0,1,0,0,0,0,0
6.39E+15,2021/3/21,1,0,1,5,Some university or college,"I work full-time, either as an employee or self-employed",2.83,0,0,0,0,0,1,5,Irregularly,1,1,1,1,0,1,0,1,0,1
6.70E+15,2021/4/5,0,3,1,5,Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",2.83,0,1,0,0,0,1,5,Irregularly,0,0,1,0,0,1,0,1,0,1
5.85E+15,2021/3/13,0,2,1,1,Some university or college,I am a student,4.35,0,1,1,0,0,1,5,Irregularly,1,0,0,1,1,1,1,1,0,1
5.02E+15,2021/3/14,0,2,0,0,University or college degree completed,I am a student and I work part-time,2.83,0,0,0,0,0,1,5,Irregularly,0,0,1,0,1,1,1,1,0,1
5.75E+15,2021/3/26,0,4,2,1,Some secondary school / high school,I am a student and I work part-time,2.83,0,0,0,0,0,1,5,Irregularly,1,0,1,0,0,0,1,1,0,0
5.39E+15,2021/3/13,1,3,0,5,Technical school diploma or degree completed,I am unemployed,2.83,0,0,0,0,0,1,5,Irregularly,1,1,1,1,0,1,1,1,1,0
6.60E+15,2021/3/23,0,2,2,1,University or college degree completed,"I work part-time, either as an employee or self-employed",4.35,0,1,0,0,0,1,5,Irregularly,1,1,1,1,1,1,1,1,0,1
4.68E+15,2021/3/28,1,1,2,0,Secondary school/ high school completed,I am a student and I work part-time,3.04,1,0,0,0,0,0,5,Irregularly,0,0,1,1,1,0,0,1,1,1
4.66E+15,2021/3/13,0,0,1,5,Secondary school/ high school completed,I am a student,3.04,0,0,0,1,0,1,5,Irregularly,1,0,1,0,1,1,0,0,1,0
5.74E+15,2021/3/28,1,1,1,0,Secondary school/ high school completed,None of the above,3.04,0,1,1,0,1,0,5,Irregularly,1,1,1,0,0,0,0,0,1,1
4.82E+15,2021/3/13,1,0,0,1,Secondary school/ high school completed,I am a student,3.04,0,1,1,1,0,0,5,Irregularly,1,0,1,1,1,1,1,1,0,1
6.43E+15,2021/3/13,0,1,0,1,Some university or college,"I work full-time, either as an employee or self-employed",3.04,1,1,0,0,0,1,5,Irregularly,1,1,1,0,1,0,0,0,0,1
4.52E+15,2021/3/15,0,1,0,0,Technical school diploma or degree completed,"I do housework, fulfilling domestic tasks, looking after children",3.04,0,1,0,0,0,1,5,Irregularly,1,1,0,0,0,1,0,1,0,0
5.38E+15,2021/4/4,1,0,2,1,Some university or college,"I work part-time, either as an employee or self-employed",3.04,0,1,0,0,0,1,5,Irregularly,0,0,1,1,1,1,0,0,0,0
4.72E+15,2021/4/3,1,0,0,0,Some technical education (e.g polytechnic school),"I work full-time, either as an employee or self-employed",3.04,0,1,1,0,0,1,5,Irregularly,1,1,1,0,0,0,0,1,0,1
4.83E+15,2021/9/27,1,0,0,0,Secondary school/ high school completed,I am unemployed,3.04,0,0,0,0,0,1,5,Irregularly,1,0,0,1,1,1,0,1,0,0
6.29E+15,2021/3/26,0,0,0,5,Secondary school/ high school completed,I am a student,3.04,1,0,0,0,0,1,5,Irregularly,1,1,1,0,0,1,0,1,0,0
6.13E+15,2021/3/15,1,0,2,0,Secondary school/ high school completed,I am unemployed,3.04,0,0,0,0,0,1,5,Irregularly,1,0,1,0,0,1,0,1,0,0
6.62E+15,2021/3/24,0,2,0,0,Post-graduate education,"I work full-time, either as an employee or self-employed",3.04,0,1,0,0,0,1,5,Irregularly,1,0,1,0,1,0,0,0,0,0
5.41E+15,2021/3/13,0,2,2,2,Some technical education (e.g polytechnic school),"I work full-time, either as an employee or self-employed",3.04,0,1,0,1,0,1,5,Irregularly,0,0,0,1,1,0,0,0,0,0
4.54E+15,2021/3/30,1,3,0,5,Some technical education (e.g polytechnic school),I am unemployed,3.04,0,0,0,0,0,1,5,Irregularly,1,0,1,1,1,1,0,1,0,1
6.33E+15,2021/9/27,0,1,0,1,Some university or college,I am a student and I work part-time,3.04,0,0,0,0,0,1,5,Irregularly,1,0,1,1,1,0,0,1,1,1
5.46E+15,2021/3/13,0,2,0,5,University or college degree completed,"I work full-time, either as an employee or self-employed",3.04,0,0,0,1,0,1,5,Irregularly,1,0,1,0,0,1,1,1,1,0
4.83E+15,2021/3/13,0,0,2,1,Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",3.04,0,1,0,0,0,1,5,Irregularly,1,1,1,0,0,0,0,1,0,1
6.75E+15,2021/3/14,0,1,2,1,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",3.04,0,1,0,0,1,1,5,Irregularly,1,1,0,1,1,1,0,1,0,1
5.11E+15,2021/9/27,0,1,1,5,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",3.04,0,1,0,0,0,1,5,Irregularly,0,0,0,0,0,1,0,0,0,0
6.49E+15,2021/3/24,1,1,0,1,Some technical education (e.g polytechnic school),I am unemployed,3.04,1,1,0,0,0,1,5,Irregularly,1,0,1,1,1,0,0,0,0,0
5.93E+15,2021/3/13,0,0,0,1,Secondary school/ high school completed,I am a student and I work part-time,3.04,0,0,0,0,0,1,5,Irregularly,1,1,1,1,1,1,0,1,1,0
4.96E+15,2021/3/30,0,0,0,4,Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",3.04,1,1,1,0,0,1,5,Irregularly,1,0,1,1,1,0,0,1,0,0
5.76E+15,2021/9/27,0,2,0,0,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",3.04,0,1,0,1,0,1,5,Irregularly,1,0,0,0,0,1,0,1,1,0
5.11E+15,2021/3/15,0,1,0,3,Technical school diploma or degree completed,"I do housework, fulfilling domestic tasks, looking after children",3.04,0,1,1,1,0,1,5,Irregularly,1,0,1,1,1,1,0,1,0,1
6.00E+15,2021/3/13,0,3,0,1,University or college degree completed,I am unemployed,3.04,0,0,0,0,0,1,5,Irregularly,1,0,1,1,1,1,0,1,0,0
6.43E+15,2021/9/27,1,0,2,1,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",3.04,0,1,0,0,1,1,5,Irregularly,1,1,1,1,0,1,0,1,1,0
5.74E+15,2021/3/14,0,0,1,5,No formal education,"I do housework, fulfilling domestic tasks, looking after children",3.04,1,1,0,0,0,1,4,Irregularly,0,0,0,0,1,1,0,1,1,0
4.97E+15,2021/3/13,0,3,0,1,University or college degree completed,"I work full-time, either as an employee or self-employed",3.04,0,0,0,0,0,0,5,Irregularly,0,0,1,1,1,1,1,1,1,1
5.92E+15,2021/9/27,0,2,0,4,University or college degree completed,"I work full-time, either as an employee or self-employed",3.04,1,1,0,0,0,1,5,Irregularly,1,0,1,0,0,1,0,0,0,1
5.98E+15,2021/3/13,0,3,2,1,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",2.61,0,1,0,0,0,0,5,Irregularly,0,0,0,1,1,1,1,1,0,0
5.77E+15,2021/3/13,0,1,2,1,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",2.61,0,1,1,0,0,1,0,Irregularly,0,1,1,1,1,0,0,1,1,1
4.59E+15,2021/3/13,0,2,2,0,University or college degree completed,"I work part-time, either as an employee or self-employed",2.61,0,0,0,0,0,1,1,Irregularly,1,0,1,1,0,0,0,1,0,0
5.37E+15,2021/9/27,1,0,0,4,University or college degree completed,"I work full-time, either as an employee or self-employed",2.61,0,1,1,1,0,1,1,Irregularly,1,0,1,1,1,1,0,0,0,1
6.25E+15,2021/3/13,1,0,2,1,Secondary school/ high school completed,I am a student and I work part-time,2.61,0,1,0,0,0,1,5,Irregularly,1,0,1,1,0,1,1,1,0,0
6.73E+15,2021/3/28,1,0,0,1,Some secondary school / high school,I am unemployed,2.61,0,1,0,0,1,1,4,Irregularly,1,0,1,1,1,1,1,1,1,1
6.07E+15,2021/3/22,1,3,2,0,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",2.61,0,1,0,0,0,0,5,Irregularly,1,0,1,0,1,1,0,1,1,0
6.01E+15,2021/3/13,0,1,0,1,Some technical education (e.g polytechnic school),"I work part-time, either as an employee or self-employed",3.48,1,0,0,0,1,1,5,Irregularly,1,1,1,1,1,1,0,1,1,1
5.45E+15,2021/3/18,1,0,1,2,Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",3.48,0,0,0,0,0,1,4,Irregularly,1,0,1,0,1,1,0,1,0,0
5.39E+15,2021/3/13,1,2,2,1,University or college degree completed,"I work part-time, either as an employee or self-employed",0.43,0,1,0,0,0,1,5,Irregularly,1,0,1,1,1,0,0,0,0,0
5.38E+15,2021/3/13,0,2,0,1,University or college degree completed,"I work part-time, either as an employee or self-employed",0.43,0,1,0,0,0,1,5,Irregularly,0,0,1,0,0,1,0,0,0,0
4.54E+15,2021/3/15,1,2,1,1,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",0.43,0,1,1,0,0,1,5,Irregularly,1,0,1,1,1,1,0,0,1,1
5.84E+15,2021/3/27,1,1,1,1,Some technical education (e.g polytechnic school),I am unemployed,3.26,1,0,0,0,0,1,5,Irregularly,1,1,1,0,0,0,0,0,0,0
5.92E+15,2021/9/27,1,2,0,0,University or college degree completed,"I work part-time, either as an employee or self-employed",4.35,0,1,0,0,0,1,2,Irregularly,0,1,1,0,0,1,0,1,0,1
4.68E+15,2021/3/14,0,2,1,1,Some secondary school / high school,"I work full-time, either as an employee or self-employed",1.09,1,0,0,0,0,1,1,Irregularly,1,0,1,1,0,1,0,0,0,1
5.36E+15,2021/3/26,1,0,2,5,Secondary school/ high school completed,I am a student,1.09,0,0,0,0,0,1,5,Irregularly,1,0,1,0,0,1,1,1,1,1
6.75E+15,2021/3/19,0,1,2,5,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",5,1,1,1,1,1,1,0,Irregularly,1,1,1,1,1,1,1,1,1,1
4.53E+15,2021/3/29,1,1,2,4,University or college degree completed,"I work part-time, either as an employee or self-employed",2.61,1,1,0,0,0,1,5,Irregularly,1,0,1,1,1,1,1,1,0,0
5.11E+15,2021/5/1,0,0,1,5,Some university or college,I am a student and I work part-time,2.61,1,0,0,0,0,0,5,Irregularly,1,0,1,1,1,1,1,0,0,0
6.17E+15,2021/3/13,1,3,2,0,University or college degree completed,I am unemployed,2.61,0,0,0,0,0,1,5,Irregularly,1,1,1,0,1,1,1,1,1,1
4.79E+15,2021/3/23,0,2,1,1,University or college degree completed,I am a student,2.61,0,1,0,0,0,1,5,Irregularly,0,0,0,1,1,1,1,0,1,0
6.59E+15,2021/3/13,0,0,2,5,Secondary school/ high school completed,I am a student,2.61,0,1,0,0,0,1,5,Irregularly,0,1,1,0,1,0,0,1,0,1
6.17E+15,2021/3/13,1,2,2,0,University or college degree completed,"I work full-time, either as an employee or self-employed",2.61,1,1,0,0,0,0,5,Irregularly,1,1,1,1,1,1,0,0,0,0
6.61E+15,2021/9/27,0,0,2,1,University or college degree completed,I am a student,2.61,0,0,0,0,0,1,5,Irregularly,0,1,1,1,1,0,0,0,0,1
5.14E+15,2021/9/27,0,3,2,2,University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",2.61,0,0,0,0,0,1,5,Irregularly,1,1,1,0,1,0,0,0,0,1
5.03E+15,2021/3/14,1,1,1,2,University or college degree completed,"I work full-time, either as an employee or self-employed",2.61,0,1,0,0,0,1,5,Irregularly,1,0,1,1,1,0,0,0,0,0
6.61E+15,2021/4/1,1,0,1,1,Secondary school/ high school completed,I am unemployed,1.3,1,1,0,1,0,1,5,Irregularly,1,1,1,1,0,1,1,1,1,1
6.00E+15,2021/3/27,1,0,0,4,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",1.3,0,1,0,0,0,0,5,Irregularly,0,0,1,1,1,0,0,0,0,0
5.20E+15,2021/3/13,0,3,2,1,Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",3.04,0,0,0,0,1,1,5,Irregularly,1,0,0,0,1,0,0,0,0,0
4.51E+15,2021/3/14,0,1,2,1,University or college degree completed,"I work part-time, either as an employee or self-employed",3.04,1,1,0,0,0,1,5,Irregularly,1,0,1,1,1,1,1,0,0,0
6.04E+15,2021/3/18,0,3,2,5,Some technical education (e.g polytechnic school),None of the above,3.04,0,1,0,0,0,1,2,Irregularly,1,0,1,0,0,1,1,1,0,1
5.13E+15,2021/3/13,1,2,2,1,Post-graduate education,"I work part-time, either as an employee or self-employed",3.04,0,0,0,0,0,1,5,Irregularly,0,0,1,1,1,1,0,0,0,0
4.69E+15,2021/3/14,1,2,0,0,University or college degree completed,"I work part-time, either as an employee or self-employed",3.04,0,1,0,0,0,1,5,Irregularly,1,0,1,1,1,1,0,0,0,0
4.53E+15,2021/3/13,1,3,2,2,University or college degree completed,"I work part-time, either as an employee or self-employed",3.04,0,0,0,0,0,1,5,Irregularly,1,1,1,0,0,0,0,1,1,1
5.93E+15,2021/3/13,0,0,1,5,Secondary school/ high school completed,I am a student,3.04,0,0,0,0,1,0,5,Irregularly,1,0,0,1,1,1,0,1,0,0
5.36E+15,2021/3/15,1,3,0,5,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",3.04,0,1,0,0,0,1,5,Irregularly,1,0,1,0,1,1,0,0,1,0
6.37E+15,2021/3/19,0,0,2,5,Secondary school/ high school completed,I am a student,3.04,1,1,0,0,0,1,5,Irregularly,0,0,1,1,1,1,0,0,0,1
5.84E+15,2021/3/22,0,2,2,1,University or college degree completed,"I work part-time, either as an employee or self-employed",3.04,0,1,0,1,0,0,5,Irregularly,1,0,1,0,0,1,1,1,0,0
5.25E+15,2021/3/13,0,0,2,5,Secondary school/ high school completed,I am a student,3.04,0,0,0,0,1,1,5,Irregularly,1,1,1,0,0,1,0,1,0,1
6.04E+15,2021/3/13,1,2,2,0,Secondary school/ high school completed,None of the above,3.04,1,1,0,0,0,1,5,Irregularly,0,0,0,1,1,1,0,1,0,1
4.87E+15,2021/3/13,1,1,0,5,Some secondary school / high school,"I work part-time, either as an employee or self-employed",3.04,0,1,0,0,0,0,4,Irregularly,1,0,0,0,0,0,0,1,0,1
4.69E+15,2021/3/18,1,1,2,5,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",3.04,0,1,0,0,0,1,5,Irregularly,0,1,0,1,1,1,0,1,0,0
6.44E+15,2021/3/18,0,1,2,0,Some technical education (e.g polytechnic school),None of the above,3.04,0,1,0,1,0,1,5,Irregularly,1,0,1,0,1,1,0,1,1,1
6.12E+15,2021/4/1,0,2,0,2,Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",3.04,0,1,0,0,0,1,5,Irregularly,1,0,1,1,1,1,0,0,0,0
6.46E+15,2021/3/30,0,1,2,0,Secondary school/ high school completed,"I do housework, fulfilling domestic tasks, looking after children",3.04,0,1,0,0,0,1,5,Irregularly,1,1,1,1,1,0,0,0,0,0
6.70E+15,2021/9/27,0,1,2,5,Some university or college,I am a student and I work part-time,3.04,0,0,0,0,0,1,5,Irregularly,1,1,1,1,1,0,0,0,0,1
5.98E+15,2021/3/19,0,0,0,5,Some technical education (e.g polytechnic school),I am a student and I work part-time,3.04,0,0,0,0,1,1,5,Irregularly,1,0,1,1,0,1,0,1,0,1
6.57E+15,2021/3/13,0,1,2,1,Primary school completed,"I work part-time, either as an employee or self-employed",3.04,1,1,0,0,0,0,5,Irregularly,1,1,0,0,1,0,0,1,0,0
6.04E+15,2021/4/4,1,0,2,5,Some technical education (e.g polytechnic school),I am a student and I work part-time,3.04,0,0,0,0,0,0,5,Irregularly,1,0,0,1,1,1,0,1,0,1
6.25E+15,2021/3/26,0,1,0,1,University or college degree completed,I am a student and I work part-time,3.04,0,1,0,0,0,1,5,Irregularly,1,1,1,1,1,1,1,1,1,0
4.85E+15,2021/3/19,0,0,2,1,Secondary school/ high school completed,I am a student,3.04,0,0,0,0,0,0,4,Irregularly,0,0,0,0,0,0,0,0,0,0
6.36E+15,2021/3/15,0,1,0,2,University or college degree completed,"I work part-time, either as an employee or self-employed",3.04,0,0,0,0,1,1,5,Irregularly,0,0,0,1,1,0,0,1,0,0
5.84E+15,2021/9/27,0,0,2,5,Secondary school/ high school completed,I am a student,3.04,0,0,0,0,0,1,5,Irregularly,1,0,1,1,0,1,0,1,0,1
6.71E+15,2021/3/26,0,3,2,2,Post-graduate education,"I work full-time, either as an employee or self-employed",3.04,1,1,1,1,1,1,5,Irregularly,0,1,1,1,1,1,1,1,1,1
6.40E+15,2021/4/16,0,0,0,1,University or college degree completed,"I work part-time, either as an employee or self-employed",3.04,0,0,0,0,0,1,5,Irregularly,1,0,1,1,1,0,0,0,0,0
6.50E+15,2021/4/1,1,1,2,5,University or college degree completed,I am a student,5,0,1,0,0,0,0,5,Irregularly,0,0,0,1,1,1,0,0,0,1
6.31E+15,2021/3/27,1,1,0,1,University or college degree completed,I am a student and I work part-time,5,1,1,0,0,0,0,5,Irregularly,1,0,0,1,1,1,1,1,1,0
5.87E+15,2021/3/13,1,2,1,1,University or college degree completed,None of the above,5,0,1,1,1,1,1,1,Irregularly,1,1,1,1,1,1,1,1,1,1
5.02E+15,2021/3/13,0,2,2,1,Secondary school/ high school completed,I am unemployed,5,0,0,0,0,0,1,5,Irregularly,0,0,1,1,0,1,0,1,0,0
6.32E+15,2021/3/22,0,1,1,1,Some university or college,"I work full-time, either as an employee or self-employed",5,0,1,1,1,0,1,5,Irregularly,1,0,0,1,1,0,0,1,0,0
5.11E+15,2021/3/16,1,0,2,5,Secondary school/ high school completed,I am a student and I work part-time,5,0,0,0,0,1,1,1,Irregularly,1,1,1,1,1,1,1,1,0,0
6.43E+15,2021/3/13,1,2,2,1,Post-graduate education,"I work part-time, either as an employee or self-employed",5,0,1,0,0,0,1,5,Irregularly,1,1,1,1,0,1,1,1,1,1
6.66E+15,2021/3/22,1,0,2,1,Some university or college,"I work part-time, either as an employee or self-employed",5,1,0,1,1,0,1,1,Irregularly,0,1,0,0,0,1,0,1,1,0
5.80E+15,2021/3/17,1,1,0,0,Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",5,0,1,0,0,0,1,5,Irregularly,0,0,1,0,1,1,0,0,0,0
5.74E+15,2021/3/17,1,2,2,1,Secondary school/ high school completed,None of the above,5,1,1,0,0,0,1,5,Irregularly,1,0,0,1,1,0,0,1,0,0
6.05E+15,2021/3/26,0,3,2,1,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",5,0,1,0,0,0,1,5,Irregularly,1,0,1,0,0,1,1,1,0,0
6.48E+15,2021/3/15,1,0,2,1,Secondary school/ high school completed,I am a student and I work part-time,5,0,1,0,1,1,1,5,Irregularly,0,1,1,0,0,1,0,1,1,0
6.53E+15,2021/3/14,1,1,1,1,Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",5,1,1,1,1,0,1,5,Irregularly,0,0,1,1,1,1,1,1,1,1
6.22E+15,2021/3/13,1,3,2,1,Secondary school/ high school completed,I am retired,5,0,1,0,0,0,1,5,Irregularly,1,1,1,0,1,1,1,1,0,1
6.07E+15,2021/3/23,1,0,1,1,Secondary school/ high school completed,"I work part-time, either as an employee or self-employed",2.83,0,0,0,0,0,1,5,Irregularly,0,0,0,0,1,1,0,0,0,0
